시점,인구밀도,지역별
2018.02,2762.67,인천
2018.03,2763.93,인천
2018.04,2765.20,인천
2018.05,2766.47,인천
2018.06,2767.73,인천
2018.07,2769.00,인천
2018.08,2770.27,인천
2018.09,2771.53,인천
2018.10,2772.80,인천
2018.11,2774.07,인천
2018.12,2775.33,인천
2019.01,2776.60,인천
2019.02,2775.64,인천
2019.03,2774.68,인천
2019.04,2773.72,인천
2019.05,2772.77,인천
2019.06,2771.81,인천
2019.07,2770.85,인천
2019.08,2769.89,인천
2019.09,2768.93,인천
2019.10,2767.97,인천
2019.11,2767.02,인천
2019.12,2766.06,인천
2020.01,2765.10,인천
2020.02,2765.74,인천
2020.03,2766.38,인천
2020.04,2767.03,인천
2020.05,2767.67,인천
2020.06,2768.31,인천
2020.07,2768.95,인천
2020.08,2769.59,인천
2020.09,2770.23,인천
2020.10,2770.88,인천
2020.11,2771.52,인천
2020.12,2772.16,인천
2021.01,2772.80,인천
2021.02,2775.18,인천
2021.03,2777.55,인천
2021.04,2779.93,인천
2021.05,2782.30,인천
2021.06,2784.68,인천
2021.07,2787.05,인천
2021.08,2789.43,인천
2021.09,2791.80,인천
2021.10,2794.18,인천
2021.11,2796.55,인천
2021.12,2798.93,인천
2022.01,2801.30,인천
2022.02,2804.17,인천
2022.03,2807.03,인천
2022.04,2809.90,인천
2022.05,2812.77,인천
2022.06,2815.63,인천
2022.07,2818.50,인천
2022.08,2821.37,인천
2022.09,2824.23,인천
2022.10,2827.10,인천
2022.11,2829.97,인천
2022.12,2832.83,인천
2023.01,2835.70,인천
2015.01,146.10,전남
2015.02,146.07,전남
2015.03,146.05,전남
2015.04,146.03,전남
2015.05,146.00,전남
2015.06,145.97,전남
2015.07,145.95,전남
2015.08,145.93,전남
2015.09,145.90,전남
2015.10,145.88,전남
2015.11,145.85,전남
2015.12,145.83,전남
2016.01,145.80,전남
2016.02,145.76,전남
2016.03,145.72,전남
2016.04,145.68,전남
2016.05,145.63,전남
2016.06,145.59,전남
2016.07,145.55,전남
2016.08,145.51,전남
2016.09,145.47,전남
2016.10,145.43,전남
2016.11,145.38,전남
2016.12,145.34,전남
2017.01,145.30,전남
2017.02,145.28,전남
2017.03,145.25,전남
2017.04,145.23,전남
2017.05,145.20,전남
2017.06,145.18,전남
2017.07,145.15,전남
2017.08,145.12,전남
2017.09,145.10,전남
2017.10,145.07,전남
2017.11,145.05,전남
2017.12,145.03,전남
2018.01,145.00,전남
2018.02,144.98,전남
2018.03,144.97,전남
2018.04,144.95,전남
2018.05,144.93,전남
2018.06,144.92,전남
2018.07,144.90,전남
2018.08,144.88,전남
2018.09,144.87,전남
2018.10,144.85,전남
2018.11,144.83,전남
2018.12,144.82,전남
2019.01,144.80,전남
2019.02,144.81,전남
2019.03,144.82,전남
2019.04,144.83,전남
2019.05,144.83,전남
2019.06,144.84,전남
2019.07,144.85,전남
2019.08,144.86,전남
2019.09,144.87,전남
2019.10,144.88,전남
2019.11,144.88,전남
2019.12,144.89,전남
2020.01,144.90,전남
2020.02,144.82,전남
2020.03,144.73,전남
2020.04,144.65,전남
2020.05,144.57,전남
2020.06,144.48,전남
2020.07,144.40,전남
2020.08,144.32,전남
2020.09,144.23,전남
2020.10,144.15,전남
2020.11,144.07,전남
2020.12,143.98,전남
2021.01,143.90,전남
2021.02,143.85,전남
2021.03,143.80,전남
2021.04,143.75,전남
2021.05,143.70,전남
2021.06,143.65,전남
2021.07,143.60,전남
2021.08,143.55,전남
2021.09,143.50,전남
2021.10,143.45,전남
2021.11,143.40,전남
2021.12,143.35,전남
2022.01,143.30,전남
2022.02,143.33,전남
2022.03,143.37,전남
2022.04,143.40,전남
2022.05,143.43,전남
2022.06,143.47,전남
2022.07,143.50,전남
2022.08,143.53,전남
2022.09,143.57,전남
2022.10,143.60,전남
2022.11,143.63,전남
2022.12,143.67,전남
2023.01,143.70,전남
2015.01,227.40,전북
2015.02,227.38,전북
2015.03,227.37,전북
2015.04,227.35,전북
2015.05,227.33,전북
2015.06,227.32,전북
2015.07,227.30,전북
2015.08,227.28,전북
2015.09,227.27,전북
2015.10,227.25,전북
2015.11,227.23,전북
2015.12,227.22,전북
2016.01,227.20,전북
2016.02,227.12,전북
2016.03,227.05,전북
2016.04,226.97,전북
2016.05,226.90,전북
2016.06,226.82,전북
2016.07,226.75,전북
2016.08,226.68,전북
2016.09,226.60,전북
2016.10,226.53,전북
2016.11,226.45,전북
2016.12,226.38,전북
2017.01,226.30,전북
2017.02,226.22,전북
2017.03,226.13,전북
2017.04,226.05,전북
2017.05,225.97,전북
2017.06,225.88,전북
2017.07,225.80,전북
2017.08,225.72,전북
2017.09,225.63,전북
2017.10,225.55,전북
2017.11,225.47,전북
2017.12,225.38,전북
2018.01,225.30,전북
2018.02,225.19,전북
2018.03,225.08,전북
2018.04,224.98,전북
2018.05,224.87,전북
2018.06,224.76,전북
2018.07,224.65,전북
2018.08,224.54,전북
2018.09,224.43,전북
2018.10,224.32,전북
2018.11,224.22,전북
2018.12,224.11,전북
2019.01,224.00,전북
2019.02,223.95,전북
2019.03,223.90,전북
2019.04,223.85,전북
2019.05,223.80,전북
2019.06,223.75,전북
2019.07,223.70,전북
2019.08,223.65,전북
2019.09,223.60,전북
2019.10,223.55,전북
2019.11,223.50,전북
2019.12,223.45,전북
2020.01,223.40,전북
2020.02,223.23,전북
2020.03,223.07,전북
2020.04,222.90,전북
2020.05,222.73,전북
2020.06,222.57,전북
2020.07,222.40,전북
2020.08,222.23,전북
2020.09,222.07,전북
2020.10,221.90,전북
2020.11,221.73,전북
2020.12,221.57,전북
2021.01,221.40,전북
2021.02,221.27,전북
2021.03,221.13,전북
2021.04,221.00,전북
2021.05,220.87,전북
2021.06,220.73,전북
2021.07,220.60,전북
2021.08,220.47,전북
2021.09,220.33,전북
2021.10,220.20,전북
2021.11,220.07,전북
2021.12,219.93,전북
2022.01,219.80,전북
2022.02,219.74,전북
2022.03,219.68,전북
2022.04,219.62,전북
2022.05,219.57,전북
2022.06,219.51,전북
2022.07,219.45,전북
2022.08,219.39,전북
2022.09,219.33,전북
2022.10,219.28,전북
2022.11,219.22,전북
2022.12,219.16,전북
2023.01,219.10,전북
2015.01,327.50,제주
2015.02,328.30,제주
2015.03,329.10,제주
2015.04,329.90,제주
2015.05,330.70,제주
2015.06,331.50,제주
2015.07,332.30,제주
2015.08,333.10,제주
2015.09,333.90,제주
2015.10,334.70,제주
2015.11,335.50,제주
2015.12,336.30,제주
2016.01,337.10,제주
2016.02,337.92,제주
2016.03,338.73,제주
2016.04,339.55,제주
2016.05,340.37,제주
2016.06,341.18,제주
2016.07,342.00,제주
2016.08,342.82,제주
2016.09,343.63,제주
2016.10,344.45,제주
2016.11,345.27,제주
2016.12,346.08,제주
2017.01,346.90,제주
2017.02,347.64,제주
2017.03,348.38,제주
2017.04,349.12,제주
2017.05,349.87,제주
2017.06,350.61,제주
2017.07,351.35,제주
2017.08,352.09,제주
2017.09,352.83,제주
2017.10,353.57,제주
2017.11,354.32,제주
2017.12,355.06,제주
2018.01,355.80,제주
2018.02,356.10,제주
2018.03,356.40,제주
2018.04,356.70,제주
2018.05,357.00,제주
2018.06,357.30,제주
2018.07,357.60,제주
2018.08,357.90,제주
2018.09,358.20,제주
2018.10,358.50,제주
2018.11,358.80,제주
2018.12,359.10,제주
2019.01,359.40,제주
2019.02,359.67,제주
2019.03,359.93,제주
2019.04,360.20,제주
2019.05,360.47,제주
2019.06,360.73,제주
2019.07,361.00,제주
2019.08,361.27,제주
2019.09,361.53,제주
2019.10,361.80,제주
2019.11,362.07,제주
2019.12,362.33,제주
2020.01,362.60,제주
2020.02,362.70,제주
2020.03,362.80,제주
2020.04,362.90,제주
2020.05,363.00,제주
2020.06,363.10,제주
2020.07,363.20,제주
2020.08,363.30,제주
2020.09,363.40,제주
2020.10,363.50,제주
2020.11,363.60,제주
2020.12,363.70,제주
2021.01,363.80,제주
2021.02,363.95,제주
2021.03,364.10,제주
2021.04,364.25,제주
2021.05,364.40,제주
2021.06,364.55,제주
2021.07,364.70,제주
2021.08,364.85,제주
2021.09,365.00,제주
2021.10,365.15,제주
2021.11,365.30,제주
2021.12,365.45,제주
2022.01,365.60,제주
2022.02,365.62,제주
2022.03,365.63,제주
2022.04,365.65,제주
2022.05,365.67,제주
2022.06,365.68,제주
2022.07,365.70,제주
2022.08,365.72,제주
2022.09,365.73,제주
2022.10,365.75,제주
2022.11,365.77,제주
2022.12,365.78,제주
2023.01,365.80,제주
2015.01,256.60,충남
2015.02,256.82,충남
2015.03,257.03,충남
2015.04,257.25,충남
2015.05,257.47,충남
2015.06,257.68,충남
2015.07,257.90,충남
2015.08,258.12,충남
2015.09,258.33,충남
2015.10,258.55,충남
2015.11,258.77,충남
2015.12,258.98,충남
2016.01,259.20,충남
2016.02,259.51,충남
2016.03,259.82,충남
2016.04,260.12,충남
2016.05,260.43,충남
2016.06,260.74,충남
2016.07,261.05,충남
2016.08,261.36,충남
2016.09,261.67,충남
2016.10,261.97,충남
2016.11,262.28,충남
2016.12,262.59,충남
2017.01,262.90,충남
2017.02,263.08,충남
2017.03,263.27,충남
2017.04,263.45,충남
2017.05,263.63,충남
2017.06,263.82,충남
2017.07,264.00,충남
2017.08,264.18,충남
2017.09,264.37,충남
2017.10,264.55,충남
2017.11,264.73,충남
2017.12,264.92,충남
2018.01,265.10,충남
2018.02,265.12,충남
2018.03,265.15,충남
2018.04,265.18,충남
2018.05,265.20,충남
2018.06,265.23,충남
2018.07,265.25,충남
2018.08,265.27,충남
2018.09,265.30,충남
2018.10,265.32,충남
2018.11,265.35,충남
2018.12,265.38,충남
2019.01,265.40,충남
2019.02,265.28,충남
2019.03,265.17,충남
2019.04,265.05,충남
2019.05,264.93,충남
2019.06,264.82,충남
2019.07,264.70,충남
2019.08,264.58,충남
2019.09,264.47,충남
2019.10,264.35,충남
2019.11,264.23,충남
2019.12,264.12,충남
2020.01,264.00,충남
2020.02,263.98,충남
2020.03,263.97,충남
2020.04,263.95,충남
2020.05,263.93,충남
2020.06,263.92,충남
2020.07,263.90,충남
2020.08,263.88,충남
2020.09,263.87,충남
2020.10,263.85,충남
2020.11,263.83,충남
2020.12,263.82,충남
2021.01,263.80,충남
2021.02,263.98,충남
2021.03,264.15,충남
2021.04,264.32,충남
2021.05,264.50,충남
2021.06,264.68,충남
2021.07,264.85,충남
2021.08,265.02,충남
2021.09,265.20,충남
2021.10,265.38,충남
2021.11,265.55,충남
2021.12,265.72,충남
2022.01,265.90,충남
2022.02,266.13,충남
2022.03,266.37,충남
2022.04,266.60,충남
2022.05,266.83,충남
2022.06,267.07,충남
2022.07,267.30,충남
2022.08,267.53,충남
2022.09,267.77,충남
2022.10,268.00,충남
2022.11,268.23,충남
2022.12,268.47,충남
2023.01,268.70,충남
2015.01,214.60,충북
2015.02,214.76,충북
2015.03,214.92,충북
2015.04,215.07,충북
2015.05,215.23,충북
2015.06,215.39,충북
2015.07,215.55,충북
2015.08,215.71,충북
2015.09,215.87,충북
2015.10,216.03,충북
2015.11,216.18,충북
2015.12,216.34,충북
2016.01,216.50,충북
2016.02,216.58,충북
2016.03,216.67,충북
2016.04,216.75,충북
2016.05,216.83,충북
2016.06,216.92,충북
2016.07,217.00,충북
2016.08,217.08,충북
2016.09,217.17,충북
2016.10,217.25,충북
2016.11,217.33,충북
2016.12,217.42,충북
2017.01,217.50,충북
2017.02,217.61,충북
2017.03,217.72,충북
2017.04,217.82,충북
2017.05,217.93,충북
2017.06,218.04,충북
2017.07,218.15,충북
2017.08,218.26,충북
2017.09,218.37,충북
2017.10,218.48,충북
2017.11,218.58,충북
2017.12,218.69,충북
2018.01,218.80,충북
2018.02,218.90,충북
2018.03,219.00,충북
2018.04,219.10,충북
2018.05,219.20,충북
2018.06,219.30,충북
2018.07,219.40,충북
2018.08,219.50,충북
2018.09,219.60,충북
2018.10,219.70,충북
2018.11,219.80,충북
2018.12,219.90,충북
2019.01,220.00,충북
2019.02,220.03,충북
2019.03,220.05,충북
2019.04,220.07,충북
2019.05,220.10,충북
2019.06,220.12,충북
2019.07,220.15,충북
2019.08,220.18,충북
2019.09,220.20,충북
2019.10,220.23,충북
2019.11,220.25,충북
2019.12,220.28,충북
2020.01,220.30,충북
2020.02,220.23,충북
2020.03,220.15,충북
2020.04,220.08,충북
2020.05,220.00,충북
2020.06,219.93,충북
2020.07,219.85,충북
2020.08,219.78,충북
2020.09,219.70,충북
2020.10,219.62,충북
2020.11,219.55,충북
2020.12,219.47,충북
2021.01,219.40,충북
2021.02,219.40,충북
2021.03,219.40,충북
2021.04,219.40,충북
2021.05,219.40,충북
2021.06,219.40,충북
2021.07,219.40,충북
2021.08,219.40,충북
2021.09,219.40,충북
2021.10,219.40,충북
2021.11,219.40,충북
2021.12,219.40,충북
2022.01,219.40,충북
2022.02,219.58,충북
2022.03,219.77,충북
2022.04,219.95,충북
2022.05,220.13,충북
2022.06,220.32,충북
2022.07,220.50,충북
2022.08,220.68,충북
2022.09,220.87,충북
2022.10,221.05,충북
2022.11,221.23,충북
2022.12,221.42,충북
2023.01,221.60,충북
